ykgC	gproNOG.ENOG410QMIW.meta_raw
kdg	gproNOG.ENOG410QIID.meta_raw
group_3351	gproNOG.ENOG410QNRQ.meta_raw
group_1522	gproNOG.ENOG410QUPJ.meta_raw
icdA	gproNOG.ENOG410RAH3.meta_raw
group_4393	gproNOG.ENOG410R0BA.meta_raw
group_1491	gproNOG.ENOG410QKUJ.meta_raw
accC	gproNOG.ENOG410QHQI.meta_raw
group_8572	gproNOG.ENOG410QPRR.meta_raw
dacC	gproNOG.ENOG410QIIC.meta_raw
hupB	gproNOG.ENOG410QTRQ.meta_raw
araA	gproNOG.ENOG410QK1W.meta_raw
group_1191	gproNOG.ENOG410QJB8.meta_raw
group_4386	gproNOG.ENOG410R0BZ.meta_raw
btuR	gproNOG.ENOG410QJTG.meta_raw
ada	gproNOG.ENOG410QK18.meta_raw
asd	gproNOG.ENOG410QHW8.meta_raw
mtlA	gproNOG.ENOG410QJR5.meta_raw
ordL	gproNOG.ENOG410RAF2.meta_raw
hyaF	gproNOG.ENOG410QP12.meta_raw
imp	gproNOG.ENOG410QJGK.meta_raw
yeaH	gproNOG.ENOG410QJS6.meta_raw
nanA	gproNOG.ENOG410QN13.meta_raw
malQ	gproNOG.ENOG410RAU5.meta_raw
group_97	gproNOG.ENOG410RA2D.meta_raw
talA	gproNOG.ENOG410QIJB.meta_raw
emrD	gproNOG.ENOG410QKZJ.meta_raw
ygdQ	gproNOG.ENOG410QJJW.meta_raw
gcvP	gproNOG.ENOG410QJGV.meta_raw
ybcY	gproNOG.ENOG410QQN5.meta_raw
hha	gproNOG.ENOG410QTM7.meta_raw
STY1517	gproNOG.ENOG410R7RD.meta_raw
ytl2	gproNOG.ENOG410QKD1.meta_raw
mraW	gproNOG.ENOG410QHZ8.meta_raw
STY3651	gproNOG.ENOG410QV2M.meta_raw
STY2589	gproNOG.ENOG410QKT0.meta_raw
yjfJ	gproNOG.ENOG410QN90.meta_raw
aspS	gproNOG.ENOG410QIY0.meta_raw
group_4031	gproNOG.ENOG410QZP4.meta_raw
group_4592	gproNOG.ENOG410R6QQ.meta_raw
group_4484	gproNOG.ENOG410QHYD.meta_raw
fabH	gproNOG.ENOG410QKMW.meta_raw
flgH	gproNOG.ENOG410QJ2U.meta_raw
group_4653	gproNOG.ENOG410QMFB.meta_raw
pflD	gproNOG.ENOG410QJE2.meta_raw
fliE	gproNOG.ENOG410QVZ9.meta_raw
STY1891	gproNOG.ENOG410QVQI.meta_raw
galM	gproNOG.ENOG410QIX9.meta_raw
rplI	gproNOG.ENOG410QS4Z.meta_raw
yjhT	gproNOG.ENOG410QMR9.meta_raw
trbB	gproNOG.ENOG410R36N.meta_raw
hflC	gproNOG.ENOG410QHPX.meta_raw
cpsG	gproNOG.ENOG410QIYT.meta_raw
group_4515	gproNOG.ENOG410R17A.meta_raw
group_480	gproNOG.ENOG410QPBE.meta_raw
pduM	gproNOG.ENOG410QT4R.meta_raw
sfbC	gproNOG.ENOG410QNWR.meta_raw
clpP	gproNOG.ENOG410QIXI.meta_raw
group_4067	gproNOG.ENOG410QU8T.meta_raw
htpX	gproNOG.ENOG410QHQE.meta_raw
yedR	gproNOG.ENOG410QVRZ.meta_raw
group_4234	gproNOG.ENOG410QY3G.meta_raw
lmt	gproNOG.ENOG410QN56.meta_raw
STY0290	gproNOG.ENOG410QPF4.meta_raw
csgG	gproNOG.ENOG410QJA8.meta_raw
himD	gproNOG.ENOG410QTM2.meta_raw
cutA	gproNOG.ENOG410QW09.meta_raw
aidB	gproNOG.ENOG410QJBZ.meta_raw
ydcW	gproNOG.ENOG410QHQJ.meta_raw
hisJ	gproNOG.ENOG410QIH7.meta_raw
group_640	gproNOG.ENOG410R42I.meta_raw
group_193	gproNOG.ENOG410QITG.meta_raw
nlpB	gproNOG.ENOG410QI4K.meta_raw
group_3853	gproNOG.ENOG410QUBE.meta_raw
group_3045	gproNOG.ENOG410QQQ9.meta_raw
msrA	gproNOG.ENOG410RAIX.meta_raw
STY0705	gproNOG.ENOG410R0IC.meta_raw
pnl	gproNOG.ENOG410QMPZ.meta_raw
group_4643	gproNOG.ENOG410QV6T.meta_raw
STY3763	gproNOG.ENOG410QIWI.meta_raw
ymdA	gproNOG.ENOG410QY1J.meta_raw
yehW	gproNOG.ENOG410QM04.meta_raw
flgM	gproNOG.ENOG410QV8R.meta_raw
eutQ	gproNOG.ENOG410QP9W.meta_raw
group_1331	gproNOG.ENOG410R4A7.meta_raw
STY4457	gproNOG.ENOG410R8WF.meta_raw
ksgA	gproNOG.ENOG410QKCT.meta_raw
group_4844	gproNOG.ENOG410QX6C.meta_raw
pin	gproNOG.ENOG410QUPV.meta_raw
yfbE	gproNOG.ENOG410QN02.meta_raw
ydiT	gproNOG.ENOG410R2RY.meta_raw
yhjW	gproNOG.ENOG410QM2P.meta_raw
yggJ	gproNOG.ENOG410QJE7.meta_raw
ssaC	gproNOG.ENOG410QJ4G.meta_raw
STY0313	gproNOG.ENOG410R3Q3.meta_raw
ygjO	gproNOG.ENOG410QJUI.meta_raw
tctC	gproNOG.ENOG410QN1Z.meta_raw
uspB	gproNOG.ENOG410QR7E.meta_raw
group_4421	gproNOG.ENOG410QRHU.meta_raw
group_2978	gproNOG.ENOG410QJAF.meta_raw
STY4561	gproNOG.ENOG410QS4V.meta_raw
group_989	gproNOG.ENOG410QX4A.meta_raw
znuB	gproNOG.ENOG410QKBH.meta_raw
dppD	gproNOG.ENOG410QI2E.meta_raw
rne	gproNOG.ENOG410R8W8.meta_raw
cbiP	gproNOG.ENOG410QHZZ.meta_raw
STY4628	gproNOG.ENOG410QK5N.meta_raw
nrdR	gproNOG.ENOG410QR0P.meta_raw
group_3138	gproNOG.ENOG410QJRG.meta_raw
aceA	gproNOG.ENOG410RAN5.meta_raw
astE	gproNOG.ENOG410QMDP.meta_raw
metF	gproNOG.ENOG410QJ44.meta_raw
gcvT	gproNOG.ENOG410QIG4.meta_raw
group_2718	gproNOG.ENOG410QWNX.meta_raw
group_4128	gproNOG.ENOG410QSQG.meta_raw
prpE	gproNOG.ENOG410RAT5.meta_raw
ompS	gproNOG.ENOG410QJFR.meta_raw
sgcX	gproNOG.ENOG410QNX2.meta_raw
traX	gproNOG.ENOG410R7K2.meta_raw
sifB	gproNOG.ENOG410R6UJ.meta_raw
STY1360	gproNOG.ENOG410QXNX.meta_raw
STY3038	gproNOG.ENOG410QJY8.meta_raw
STY0018	gproNOG.ENOG410QKWU.meta_raw
yiiF	gproNOG.ENOG410QVHV.meta_raw
uvrC	gproNOG.ENOG410QHXG.meta_raw
aroM	gproNOG.ENOG410QK81.meta_raw
yaeT	gproNOG.ENOG410QJJ0.meta_raw
ispA	gproNOG.ENOG410QIHT.meta_raw
group_576	gproNOG.ENOG410QR0Z.meta_raw
STY2608	gproNOG.ENOG410QRCZ.meta_raw
STY4887	gproNOG.ENOG410QSBC.meta_raw
group_1011	gproNOG.ENOG410RB3T.meta_raw
ybaJ	gproNOG.ENOG410QQR5.meta_raw
yihZ	gproNOG.ENOG410QS1E.meta_raw
gcvH	gproNOG.ENOG410QSDB.meta_raw
group_1445	gproNOG.ENOG410QVPI.meta_raw
nrdA	gproNOG.ENOG410QHQG.meta_raw
gp 23	gproNOG.ENOG410QND6.meta_raw
group_1717	gproNOG.ENOG410QID8.meta_raw
group_328	gproNOG.ENOG410R2ZK.meta_raw
group_6523	gproNOG.ENOG410QN0H.meta_raw
STY0305	gproNOG.ENOG410QN7I.meta_raw
STY4599	gproNOG.ENOG410R333.meta_raw
STY3980	gproNOG.ENOG410QMKY.meta_raw
STY4787	gproNOG.ENOG410QJYF.meta_raw
rpsD	gproNOG.ENOG410QIVN.meta_raw
pth	gproNOG.ENOG410QK8H.meta_raw
ybhE	gproNOG.ENOG410QKTZ.meta_raw
aroG	gproNOG.ENOG410QHSJ.meta_raw
mdh	gproNOG.ENOG410QJAP.meta_raw
insK	gproNOG.ENOG410QJI9.meta_raw
ybgF	gproNOG.ENOG410QTS1.meta_raw
ubiG	gproNOG.ENOG410RAJ1.meta_raw
ylbA	gproNOG.ENOG410QNN4.meta_raw
trxB	gproNOG.ENOG410QHUP.meta_raw
yqeG	gproNOG.ENOG410QMVE.meta_raw
STY3078	gproNOG.ENOG410QMIH.meta_raw
group_1257	gproNOG.ENOG410R1EC.meta_raw
group_5121	gproNOG.ENOG410R4X0.meta_raw
STY4000	gproNOG.ENOG410QNYB.meta_raw
cbiL	gproNOG.ENOG410QRTU.meta_raw
group_7700	gproNOG.ENOG410R170.meta_raw
mazG	gproNOG.ENOG410QIYI.meta_raw
elaB	gproNOG.ENOG410QTRK.meta_raw
STY3329	gproNOG.ENOG410QS0W.meta_raw
group_2911	gproNOG.ENOG410QS6E.meta_raw
metA	gproNOG.ENOG410QI8T.meta_raw
wcaC	gproNOG.ENOG410QPU5.meta_raw
group_4817	gproNOG.ENOG410QTET.meta_raw
sgbU	gproNOG.ENOG410QIN1.meta_raw
yobG	gproNOG.ENOG410QYUP.meta_raw
hycA	gproNOG.ENOG410QRZ1.meta_raw
STY1587	gproNOG.ENOG410QJW3.meta_raw
pmrF	gproNOG.ENOG410QK1D.meta_raw
group_1319	gproNOG.ENOG410QW2D.meta_raw
nuoI	gproNOG.ENOG410QJTU.meta_raw
ygjQ	gproNOG.ENOG410QQ0D.meta_raw
avtA	gproNOG.ENOG410QICZ.meta_raw
ampE	gproNOG.ENOG410QK2T.meta_raw
yedP	gproNOG.ENOG410QQ0S.meta_raw
STY0948	gproNOG.ENOG410QMT4.meta_raw
ydhP	gproNOG.ENOG410QI6F.meta_raw
STY4058	gproNOG.ENOG410QPR5.meta_raw
HCM1.225	gproNOG.ENOG410R5TP.meta_raw
group_829	gproNOG.ENOG410QIVK.meta_raw
srlE	gproNOG.ENOG410QIWJ.meta_raw
entE	gproNOG.ENOG410RAST.meta_raw
ssaS	gproNOG.ENOG410R9EY.meta_raw
yddG	gproNOG.ENOG410QI84.meta_raw
STY4664	gproNOG.ENOG410QSN6.meta_raw
yehU	gproNOG.ENOG410RAI1.meta_raw
group_1320	gproNOG.ENOG410QW2D.meta_raw
yhdT	gproNOG.ENOG410QTQA.meta_raw
group_3454	gproNOG.ENOG410QVZV.meta_raw
group_3022	gproNOG.ENOG410QPBZ.meta_raw
tviC	gproNOG.ENOG410RA2R.meta_raw
yeaC	gproNOG.ENOG410QW4Q.meta_raw
clpB	gproNOG.ENOG410QIFG.meta_raw
ybjP	gproNOG.ENOG410QPJI.meta_raw
group_63	gproNOG.ENOG410R8M5.meta_raw
yjjJ	gproNOG.ENOG410QJYT.meta_raw
malF	gproNOG.ENOG410QI8I.meta_raw
STY0115	gproNOG.ENOG410QK7J.meta_raw
ygaD	gproNOG.ENOG410QS7K.meta_raw
yhbE	gproNOG.ENOG410QKME.meta_raw
iclR	gproNOG.ENOG410QJ1J.meta_raw
nanE	gproNOG.ENOG410QMQ3.meta_raw
group_4340	gproNOG.ENOG410QYEJ.meta_raw
iscA	gproNOG.ENOG410QSA9.meta_raw
STY3287	gproNOG.ENOG410QQP4.meta_raw
psi	gproNOG.ENOG410QPFP.meta_raw
ycbL	gproNOG.ENOG410QIFS.meta_raw
ampD	gproNOG.ENOG410QQWK.meta_raw
group_4740	gproNOG.ENOG410QPGR.meta_raw
ycdY	gproNOG.ENOG410QN88.meta_raw
pyrE	gproNOG.ENOG410QJPP.meta_raw
yjiH	gproNOG.ENOG410QMKA.meta_raw
yjiS	gproNOG.ENOG410QYVR.meta_raw
yicC	gproNOG.ENOG410QJEX.meta_raw
group_7980	gproNOG.ENOG410QHSK.meta_raw
crr	gproNOG.ENOG410QJC0.meta_raw
STY0803	gproNOG.ENOG410QM51.meta_raw
hycD	gproNOG.ENOG410QKRY.meta_raw
group_622	gproNOG.ENOG410R95N.meta_raw
aceE	gproNOG.ENOG410QIJ9.meta_raw
group_3149	gproNOG.ENOG410QW8Z.meta_raw
sbcB	gproNOG.ENOG410QIBB.meta_raw
rpe	gproNOG.ENOG410QI27.meta_raw
STY4583	gproNOG.ENOG410QHR4.meta_raw
cyaA	gproNOG.ENOG410QJ9I.meta_raw
aceF	gproNOG.ENOG410QJ3D.meta_raw
yhjX	gproNOG.ENOG410QT7U.meta_raw
alr	gproNOG.ENOG410QIWI.meta_raw
selA	gproNOG.ENOG410QJSX.meta_raw
group_1243	gproNOG.ENOG410QNEI.meta_raw
rpiR	gproNOG.ENOG410QNNR.meta_raw
group_3004	gproNOG.ENOG410QPS8.meta_raw
group_1132	gproNOG.ENOG410QI9F.meta_raw
group_174	gproNOG.ENOG410QJSY.meta_raw
hutU	gproNOG.ENOG410QIMT.meta_raw
ydjE	gproNOG.ENOG410QMNP.meta_raw
motA	gproNOG.ENOG410QKM9.meta_raw
ompX	gproNOG.ENOG410QPWC.meta_raw
lacI	gproNOG.ENOG410QKTX.meta_raw
ygjM	gproNOG.ENOG410QS9Z.meta_raw
yaaY	gproNOG.ENOG410QX76.meta_raw
bcfC	gproNOG.ENOG410QIEY.meta_raw
kbl	gproNOG.ENOG410QID3.meta_raw
group_1821	gproNOG.ENOG410QWNX.meta_raw
yccV	gproNOG.ENOG410QSM4.meta_raw
garL	gproNOG.ENOG410QIZP.meta_raw
ypfG	gproNOG.ENOG410QNHP.meta_raw
hcr	gproNOG.ENOG410QKWM.meta_raw
group_9256	gproNOG.ENOG410RA2D.meta_raw
secD	gproNOG.ENOG410QIYM.meta_raw
gntT	gproNOG.ENOG410QJY8.meta_raw
osmC	gproNOG.ENOG410QPY3.meta_raw
group_2248	gproNOG.ENOG410R2BW.meta_raw
wzyE	gproNOG.ENOG410QJ0N.meta_raw
rhaU	gproNOG.ENOG410QS83.meta_raw
group_4617	gproNOG.ENOG410QVFT.meta_raw
cobB	gproNOG.ENOG410QI5N.meta_raw
yheL	gproNOG.ENOG410QTTF.meta_raw
yfcX	gproNOG.ENOG410QIEA.meta_raw
group_7728	gproNOG.ENOG410QKK8.meta_raw
STY0351	gproNOG.ENOG410QU0S.meta_raw
ugpE	gproNOG.ENOG410QJPI.meta_raw
entB	gproNOG.ENOG410QJ23.meta_raw
group_3130	gproNOG.ENOG410QVQJ.meta_raw
ydfZ	gproNOG.ENOG410QVP8.meta_raw
murD	gproNOG.ENOG410QIJH.meta_raw
zntR	gproNOG.ENOG410QTAC.meta_raw
yajF	gproNOG.ENOG410QIGZ.meta_raw
STY2917	gproNOG.ENOG410R9XI.meta_raw
group_284	gproNOG.ENOG410QISE.meta_raw
STY4409	gproNOG.ENOG410QIE7.meta_raw
group_4161	gproNOG.ENOG410RA19.meta_raw
STY2848	gproNOG.ENOG410QQ7M.meta_raw
proA	gproNOG.ENOG410QIMG.meta_raw
yjdE	gproNOG.ENOG410QK41.meta_raw
ptnC	gproNOG.ENOG410QS4R.meta_raw
adhE	gproNOG.ENOG410RA23.meta_raw
yhiP	gproNOG.ENOG410QJHP.meta_raw
ydbL	gproNOG.ENOG410QW1D.meta_raw
ygfX	gproNOG.ENOG410QS8S.meta_raw
aroQ	gproNOG.ENOG410QS3E.meta_raw
hpt	gproNOG.ENOG410R8TQ.meta_raw
fes	gproNOG.ENOG410QISE.meta_raw
narW	gproNOG.ENOG410QN4Q.meta_raw
wzb	gproNOG.ENOG410QRW6.meta_raw
menA	gproNOG.ENOG410QJJ3.meta_raw
argD	gproNOG.ENOG410QIZH.meta_raw
acnB	gproNOG.ENOG410QJ3X.meta_raw
group_2879	gproNOG.ENOG410QUR6.meta_raw
panD	gproNOG.ENOG410QSQ6.meta_raw
fimA	gproNOG.ENOG410QRN1.meta_raw
narL	gproNOG.ENOG410QKIW.meta_raw
rnfB	gproNOG.ENOG410QPWN.meta_raw
STY0375	gproNOG.ENOG410R47S.meta_raw
oxd6E	gproNOG.ENOG410QK8S.meta_raw
group_2422	gproNOG.ENOG410R30R.meta_raw
fhuA	gproNOG.ENOG410QIGR.meta_raw
group_2726	gproNOG.ENOG410R5UR.meta_raw
STY3278	gproNOG.ENOG410R3E1.meta_raw
wecA	gproNOG.ENOG410QHW5.meta_raw
pduO	gproNOG.ENOG410QQUX.meta_raw
group_3290	gproNOG.ENOG410QIGR.meta_raw
trpS2	gproNOG.ENOG410QKT9.meta_raw
group_2310	gproNOG.ENOG410QM9H.meta_raw
STY3579	gproNOG.ENOG410QMIC.meta_raw
group_210	gproNOG.ENOG410QUEU.meta_raw
ytfB	gproNOG.ENOG410QRUT.meta_raw
gntK	gproNOG.ENOG410QNRE.meta_raw
ptr	gproNOG.ENOG410QHVP.meta_raw
orgB	gproNOG.ENOG410QW3V.meta_raw
group_1047	gproNOG.ENOG410QM0M.meta_raw
yhbY	gproNOG.ENOG410QS1T.meta_raw
group_2705	gproNOG.ENOG410QKDT.meta_raw
sugE	gproNOG.ENOG410QTXM.meta_raw
sulA	gproNOG.ENOG410QRGU.meta_raw
group_3098	gproNOG.ENOG410QIG7.meta_raw
ydhM	gproNOG.ENOG410RAIA.meta_raw
recR	gproNOG.ENOG410QKTU.meta_raw
STY1502	gproNOG.ENOG410QMRK.meta_raw
rsuA	gproNOG.ENOG410QKH4.meta_raw
hutG	gproNOG.ENOG410QQSD.meta_raw
ymdC	gproNOG.ENOG410QKS3.meta_raw
fucP	gproNOG.ENOG410RADC.meta_raw
rfbV	gproNOG.ENOG410R76C.meta_raw
cysW	gproNOG.ENOG410QJWI.meta_raw
group_8950	gproNOG.ENOG410QI83.meta_raw
yraM	gproNOG.ENOG410QKGX.meta_raw
group_3654	gproNOG.ENOG410R3WJ.meta_raw
hemX	gproNOG.ENOG410QIJI.meta_raw
ydiH	gproNOG.ENOG410QWX4.meta_raw
sspB	gproNOG.ENOG410QTVZ.meta_raw
baeS	gproNOG.ENOG410QKCV.meta_raw
ybgR	gproNOG.ENOG410QNI5.meta_raw
ygbE	gproNOG.ENOG410QTYZ.meta_raw
rspB	gproNOG.ENOG410QHU0.meta_raw
group_4990	gproNOG.ENOG410QQCK.meta_raw
pqiB	gproNOG.ENOG410QIB3.meta_raw
STY4846	gproNOG.ENOG410QS4G.meta_raw
artQ	gproNOG.ENOG410QJNM.meta_raw
murA	gproNOG.ENOG410QJXJ.meta_raw
STY4013	gproNOG.ENOG410QQ1F.meta_raw
potG	gproNOG.ENOG410QIYY.meta_raw
group_4768	gproNOG.ENOG410QNJR.meta_raw
STY1971	gproNOG.ENOG410QUFB.meta_raw
rpsB	gproNOG.ENOG410QHY7.meta_raw
group_1342	gproNOG.ENOG410QVKQ.meta_raw
ygiC	gproNOG.ENOG410QJSS.meta_raw
STY1005	gproNOG.ENOG410QUK6.meta_raw
gutQ	gproNOG.ENOG410QIA5.meta_raw
ybjM	gproNOG.ENOG410QSQR.meta_raw
treB	gproNOG.ENOG410QMH9.meta_raw
ydgP	gproNOG.ENOG410QQTV.meta_raw
hisP	gproNOG.ENOG410RAYQ.meta_raw
STY3568	gproNOG.ENOG410QIJK.meta_raw
yegN	gproNOG.ENOG410QI9F.meta_raw
xylR	gproNOG.ENOG410QHYX.meta_raw
group_4140	gproNOG.ENOG410R5VT.meta_raw
yibJ	gproNOG.ENOG410QMTZ.meta_raw
yliB	gproNOG.ENOG410QN32.meta_raw
ccdB	gproNOG.ENOG410QURT.meta_raw
STY0603	gproNOG.ENOG410QTTU.meta_raw
ycgR	gproNOG.ENOG410QN2G.meta_raw
yjmC	gproNOG.ENOG410QNPZ.meta_raw
yejF	gproNOG.ENOG410RB25.meta_raw
fimD	gproNOG.ENOG410QIEY.meta_raw
yfaX	gproNOG.ENOG410QMTJ.meta_raw
cspC	gproNOG.ENOG410QVKR.meta_raw
priC	gproNOG.ENOG410QRKQ.meta_raw
group_1241	gproNOG.ENOG410QNJB.meta_raw
glpB	gproNOG.ENOG410QJFJ.meta_raw
gadD	gproNOG.ENOG410QK7M.meta_raw
fcl	gproNOG.ENOG410QK9B.meta_raw
group_4574	gproNOG.ENOG410QP7T.meta_raw
yebN	gproNOG.ENOG410QKBM.meta_raw
scsB	gproNOG.ENOG410RA45.meta_raw
gatY	gproNOG.ENOG410QIJ3.meta_raw
sinH	gproNOG.ENOG410QNW9.meta_raw
tpiA	gproNOG.ENOG410QIQZ.meta_raw
group_5916	gproNOG.ENOG410R4C3.meta_raw
hyaA	gproNOG.ENOG410QKA0.meta_raw
msbB	gproNOG.ENOG410QIPH.meta_raw
ygiP	gproNOG.ENOG410QNXC.meta_raw
STY4912	gproNOG.ENOG410R61N.meta_raw
STY2348	gproNOG.ENOG410QNTS.meta_raw
soxR	gproNOG.ENOG410QKZZ.meta_raw
group_589	gproNOG.ENOG410R2FR.meta_raw
yebA	gproNOG.ENOG410QIY2.meta_raw
STY4755	gproNOG.ENOG410R21U.meta_raw
group_8301	gproNOG.ENOG410QSAW.meta_raw
yacL	gproNOG.ENOG410QS2P.meta_raw
ygeD	gproNOG.ENOG410RA49.meta_raw
ybgE	gproNOG.ENOG410QTA6.meta_raw
luxS	gproNOG.ENOG410QJM9.meta_raw
STY1048	gproNOG.ENOG410QPUN.meta_raw
yegT	gproNOG.ENOG410QJA5.meta_raw
group_3941	gproNOG.ENOG410QMT3.meta_raw
repA2	gproNOG.ENOG410R0BZ.meta_raw
cyaY	gproNOG.ENOG410QVNJ.meta_raw
STY3869	gproNOG.ENOG410QUR4.meta_raw
ttrC	gproNOG.ENOG410QNVI.meta_raw
ydcI	gproNOG.ENOG410QM1F.meta_raw
rtcA	gproNOG.ENOG410QHTZ.meta_raw
STY2875	gproNOG.ENOG410R8EY.meta_raw
STY2104	gproNOG.ENOG410R3NG.meta_raw
yciL	gproNOG.ENOG410QI6P.meta_raw
oppD	gproNOG.ENOG410QI2E.meta_raw
STY3186	gproNOG.ENOG410QKDX.meta_raw
pduS	gproNOG.ENOG410QNPB.meta_raw
group_3905	gproNOG.ENOG410QT2X.meta_raw
STY3229	gproNOG.ENOG410QRE9.meta_raw
STY1024	gproNOG.ENOG410QX7H.meta_raw
group_1324	gproNOG.ENOG410QY7D.meta_raw
cro	gproNOG.ENOG410QWPV.meta_raw
oadB	gproNOG.ENOG410QHSK.meta_raw
katG	gproNOG.ENOG410QIJZ.meta_raw
group_5262	gproNOG.ENOG410QUD2.meta_raw
spaP	gproNOG.ENOG410QMA8.meta_raw
asnC	gproNOG.ENOG410QRB0.meta_raw
yfbV	gproNOG.ENOG410QQ2U.meta_raw
gox	gproNOG.ENOG410QJYU.meta_raw
yrfC	gproNOG.ENOG410QW5Q.meta_raw
rof	gproNOG.ENOG410QTX8.meta_raw
STY4585	gproNOG.ENOG410QSJ4.meta_raw
ydiM	gproNOG.ENOG410QNGE.meta_raw
dps	gproNOG.ENOG410QKGM.meta_raw
yfaZ	gproNOG.ENOG410QR8T.meta_raw
group_2467	gproNOG.ENOG410QIK5.meta_raw
celD	gproNOG.ENOG410QMUZ.meta_raw
sinI	gproNOG.ENOG410QNI3.meta_raw
yhhY	gproNOG.ENOG410QPRH.meta_raw
group_4044	gproNOG.ENOG410QVQQ.meta_raw
hyi	gproNOG.ENOG410QHSX.meta_raw
STY0802	gproNOG.ENOG410QJ4F.meta_raw
pegA	gproNOG.ENOG410QVUD.meta_raw
cspH	gproNOG.ENOG410QXUT.meta_raw
group_6837	gproNOG.ENOG410QTV0.meta_raw
sun	gproNOG.ENOG410QJN4.meta_raw
nor	gproNOG.ENOG410QT50.meta_raw
caiT	gproNOG.ENOG410QJ6G.meta_raw
prc	gproNOG.ENOG410QI5K.meta_raw
sptP	gproNOG.ENOG410QY9Z.meta_raw
group_187	gproNOG.ENOG410QIZ0.meta_raw
ypeB	gproNOG.ENOG410QVKV.meta_raw
yicN	gproNOG.ENOG410QQIU.meta_raw
yjiA	gproNOG.ENOG410QIPE.meta_raw
asnB	gproNOG.ENOG410QIGD.meta_raw
group_2884	gproNOG.ENOG410R4BK.meta_raw
group_5830	gproNOG.ENOG410QS91.meta_raw
yciS	gproNOG.ENOG410QUA5.meta_raw
ygiY	gproNOG.ENOG410QM5M.meta_raw
ndh	gproNOG.ENOG410QHYW.meta_raw
yehR	gproNOG.ENOG410QRVP.meta_raw
yrfD	gproNOG.ENOG410QQSX.meta_raw
group_1296	gproNOG.ENOG410QZ0P.meta_raw
STY4904	gproNOG.ENOG410QKFK.meta_raw
STY3242	gproNOG.ENOG410QYVB.meta_raw
STY3865	gproNOG.ENOG410QZ5J.meta_raw
rarD	gproNOG.ENOG410QP0S.meta_raw
dpiB	gproNOG.ENOG410QI4X.meta_raw
yjjN	gproNOG.ENOG410QJU5.meta_raw
group_3281	gproNOG.ENOG410QUY5.meta_raw
group_3703	gproNOG.ENOG410QKCG.meta_raw
group_2751	gproNOG.ENOG410QNB9.meta_raw
cbiQ	gproNOG.ENOG410QMY9.meta_raw
citF	gproNOG.ENOG410QHVJ.meta_raw
hypD	gproNOG.ENOG410QJ90.meta_raw
group_4030	gproNOG.ENOG410QZ93.meta_raw
trpS	gproNOG.ENOG410QI3B.meta_raw
pdgL	gproNOG.ENOG410QR2R.meta_raw
yjaB	gproNOG.ENOG410QQJ2.meta_raw
ybeY	gproNOG.ENOG410QPWE.meta_raw
ychP	gproNOG.ENOG410QIRM.meta_raw
hypE	gproNOG.ENOG410QI2I.meta_raw
group_478	gproNOG.ENOG410QNTS.meta_raw
pgpA	gproNOG.ENOG410QSDY.meta_raw
nfsA	gproNOG.ENOG410QNP7.meta_raw
STY4783	gproNOG.ENOG410QIIH.meta_raw
yehZ	gproNOG.ENOG410QJJQ.meta_raw
group_3676	gproNOG.ENOG410QIG7.meta_raw
cysN	gproNOG.ENOG410QJ31.meta_raw
vmtL	gproNOG.ENOG410QM37.meta_raw
kdpC	gproNOG.ENOG410QQ9M.meta_raw
group_1003	gproNOG.ENOG410QP43.meta_raw
group_5527	gproNOG.ENOG410QXN6.meta_raw
yniB	gproNOG.ENOG410QNA6.meta_raw
miaE	gproNOG.ENOG410QIV0.meta_raw
rnfD	gproNOG.ENOG410QIT0.meta_raw
ycdX	gproNOG.ENOG410QMFI.meta_raw
group_4816	gproNOG.ENOG410QQZ5.meta_raw
group_2001	gproNOG.ENOG410QNBY.meta_raw
group_3200	gproNOG.ENOG410QKMG.meta_raw
tviD	gproNOG.ENOG410QS0Q.meta_raw
aas	gproNOG.ENOG410QI5X.meta_raw
STY0599	gproNOG.ENOG410R40H.meta_raw
moaA	gproNOG.ENOG410QJED.meta_raw
pipA	gproNOG.ENOG410R1PZ.meta_raw
yrfF	gproNOG.ENOG410QIZZ.meta_raw
melR	gproNOG.ENOG410QIW5.meta_raw
aadA2	gproNOG.ENOG410QRKI.meta_raw
stbB	gproNOG.ENOG410QRP6.meta_raw
group_1193	gproNOG.ENOG410RA1Q.meta_raw
ybjX	gproNOG.ENOG410QIST.meta_raw
phsA	gproNOG.ENOG410RAWH.meta_raw
rstA	gproNOG.ENOG410QM0S.meta_raw
gltS	gproNOG.ENOG410QI4T.meta_raw
ydiE	gproNOG.ENOG410QZA1.meta_raw
hin	gproNOG.ENOG410QNJR.meta_raw
STY0312	gproNOG.ENOG410R3CP.meta_raw
group_5122	gproNOG.ENOG410QJJK.meta_raw
ccmA	gproNOG.ENOG410QQDK.meta_raw
edd	gproNOG.ENOG410QJP3.meta_raw
rfaL	gproNOG.ENOG410QM2D.meta_raw
fliN	gproNOG.ENOG410QS8M.meta_raw
steD	gproNOG.ENOG410QV1P.meta_raw
group_1564	gproNOG.ENOG410QV35.meta_raw
tviE	gproNOG.ENOG410QV1R.meta_raw
group_4614	gproNOG.ENOG410QWTJ.meta_raw
wzxE	gproNOG.ENOG410QHR7.meta_raw
rpsN	gproNOG.ENOG410QSBX.meta_raw
hemG	gproNOG.ENOG410QPYC.meta_raw
ttdA	gproNOG.ENOG410QN22.meta_raw
nuoC	gproNOG.ENOG410QIR2.meta_raw
