"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483_v1","Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str_SC-B67_v1","Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853_v1","Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_P125109_v1","Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_287_91_v1","Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL476_v1","Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain_RKS4594_v1","Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633_v1","Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18_v1","Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2_v1"
"yfbU","","YfbU domain protein","13","13","1","1","4648","","","","494","539","518","CP001138.4846","AE017220.5115","CP001144.5180","AM933172.7481___9991","AM933173.7110___28771","CP001120.5054","CP001113.4942","CP000026.1057","CP000886.1286___38725","CP000857.2771","CP001127.5004","AL513382.5049___54047","AE006468.7104"
"STY2587","","putative amino acid transporter","13","13","1","1","4621","","","","1289","1406","1397","CP001138.4894","AE017220.5163","CP001144.5230","AM933172.7550___10088","AM933173.7178___28867","CP001120.5102","CP001113.4992","CP000026.1013","CP000886.1232___38671","CP000857.2723","CP001127.5052","AL513382.5113___54111","AE006468.7169"
"dedD","","DedD protein","13","13","1","1","4614","","","","674","674","674","CP001138.4908","AE017220.5178","CP001144.5244","AM933172.7577___10140","AM933173.7202___28908","CP001120.5116","CP001113.5006","CP000026.999","CP000886.1216___38655","CP000857.2707","CP001127.5066","AL513382.5138___54136","AE006468.7193"
"pdxB","","erythronate-4-phosphate dehydrogenase","13","13","1","1","4608","","","","1136","1250","1144","CP001138.4920","AE017220.5190","CP001144.5256","AM933172.7597___10163","AM933173.7221___28930","CP001120.5128","CP001113.5018","CP000026.987","CP000886.1204___38643","CP000857.2695","CP001127.5078","AL513382.5152___54150","AE006468.7213"
"flk","","protein div","13","13","1","1","4607","","","","917","1001","994","CP001138.4922","AE017220.5192","CP001144.5258","AM933172.7602___10168","AM933173.7226___28935","CP001120.5130","CP001113.5020","CP000026.985","CP000886.1202___38641","CP000857.2693","CP001127.5080","AL513382.5157___54155","AE006468.7217"
"STY2604","","putative cytoplasmic protein","13","13","1","1","4605","","","","374","374","374","CP001138.4926","AE017220.5196","CP001144.5263","AM933172.7609___10186","AM933173.7231___28951","CP001120.5134","CP001113.5026","CP000026.981","CP000886.1198___38637","CP000857.2690","CP001127.5084","AL513382.5160___54158","AE006468.7222"
"STY2607","","putative periplasmic protein","13","13","1","1","4602","","","","518","518","518","CP001138.4928","AE017220.5202","CP001144.5268","AM933172.7614___10191","AM933173.7235___28955","CP001120.5140","CP001113.5032","CP000026.975","CP000886.1192___38631","CP000857.2684","CP001127.5088","AL513382.5165___54163","AE006468.7232"
"STY2610","","protein YfcK","13","13","1","1","4599","","","","2000","2060","2032","CP001138.4934","AE017220.5208","CP001144.5274","AM933172.7626___10209","AM933173.7246___28972","CP001120.5146","CP001113.5038","CP000026.969","CP000886.1186___38625","CP000857.2678","CP001127.5094","AL513382.5172___54170","AE006468.7241"
"yfcN","","Smr domain protein","13","13","1","1","4592","","","","497","551","546","CP001138.4947","AE017220.5222","CP001144.5287","AM933172.7651___10241","AM933173.7269___29002","CP001120.5159","CP001113.5051","CP000026.955","CP000886.1170___38609","CP000857.2664","CP001127.5107","AL513382.5187___54185","AE006468.7262"
"yfcY","","acetyl-CoA C-acyltransferase FadI","13","13","1","1","4588","","","","1184","1310","1300","CP001138.4953","AE017220.5230","CP001144.5295","AM933172.7661___10251","AM933173.7278___29011","CP001120.5165","CP001113.5057","CP000026.949","CP000886.1160___38599","CP000857.2658","CP001127.5113","AL513382.5194___54192","AE006468.7269"
"pgtA","","phosphoglycerate transport system transcriptional regulatory protein PgtA","13","13","1","1","4575","","","","1088","1247","1234","CP001138.4967","AE017220.5244","CP001144.5315","AM933172.7702___10318","AM933173.7317___29075","CP001120.5201","CP001113.5071","CP000026.927","CP000886.1142___38581","CP000857.2545","CP001127.5127","AL513382.5225___54223","AE006468.7299"
"mntH","","manganese transport protein MntH","13","13","1","1","4559","","","","1178","1241","1216","CP001138.4994","AE017220.5276","CP001144.5344","AM933172.7747___10387","AM933173.7360___29142","CP001120.5234","CP001113.5100","CP000026.903","CP000886.1106___38545","CP000857.2515","CP001127.5158","AL513382.5262___54260","AE006468.7335"
"yfeC","","conserved hypothetical protein","13","13","1","1","4555","","","","347","362","353","CP001138.5004","AE017220.5288","CP001144.5354","AM933172.7763___10427","AM933173.7375___29176","CP001120.5244","CP001113.5110","CP000026.895","CP000886.1094___38533","CP000857.2505","CP001127.5168","AL513382.5272___54270","AE006468.7352"
"ypeB","","conserved hypothetical protein","13","13","1","1","4545","","","","218","227","222","CP001138.5032","AE017220.5314","CP001144.5382","AM933172.7797___10481","AM933173.7404___29224","CP001120.5272","CP001113.5138","CP000026.877","CP000886.1064___38503","CP000857.2477","CP001127.5196","AL513382.5297___54295","AE006468.7388"
"zipA","","cell division protein ZipA","13","13","1","1","4543","","","","986","1025","989","CP001138.5036","AE017220.5318","CP001144.5386","AM933172.7806___10490","AM933173.7413___29233","CP001120.5276","CP001113.5142","CP000026.873","CP000886.1060___38499","CP000857.2473","CP001127.5200","AL513382.5304___54302","AE006468.7393"
"ptsJ","","GntR-family transcriptional regulator","13","13","1","1","4533","","","","1292","1292","1292","CP001138.5054","AE017220.5336","CP001144.5404","AM933172.7833___10520","AM933173.7440___29263","CP001120.5294","CP001113.5160","CP000026.857","CP000886.1040___38479","CP000857.2455","CP001127.5218","AL513382.5328___54326","AE006468.7425"
"cysM","","cysteine synthase B","13","13","1","1","4528","","","","911","1067","923","CP001138.5062","AE017220.5346","CP001144.5412","AM933172.7846___10533","AM933173.7453___29276","CP001120.5302","CP001113.5168","CP000026.851","CP000886.1032___38471","CP000857.2445","CP001127.5224","AL513382.5336___54334","AE006468.7436"
"cysA","","sulfate/thiosulfate ABC transporter, ATP-binding protein","13","13","1","1","4527","","","","1094","1097","1096","CP001138.5064","AE017220.5348","CP001144.5414","AM933172.7849___10536","AM933173.7456___29279","CP001120.5304","CP001113.5170","CP000026.849","CP000886.1030___38469","CP000857.2443","CP001127.5228","AL513382.5339___54337","AE006468.7439"
"cysP","","sulfate/thiosulfate ABC transporter, periplasmic sulfate/thiosulfate-binding protein","13","13","1","1","4524","","","","1016","1016","1016","CP001138.5070","AE017220.5354","CP001144.5420","AM933172.7862___10560","AM933173.7469___29303","CP001120.5310","CP001113.5176","CP000026.843","CP000886.1024___38463","CP000857.2437","CP001127.5234","AL513382.5350___54348","AE006468.7447"
"hemF","","coproporphyrinogen III oxidase, aerobic","13","13","1","1","4517","","","","899","926","901","CP001138.5084","AE017220.5369","CP001144.5434","AM933172.7883___10584","AM933173.7488___29327","CP001120.5324","CP001113.5190","CP000026.829","CP000886.1010___38449","CP000857.2423","CP001127.5248","AL513382.5369___54367","AE006468.7470"
"eutL","","ethanolamine utilization protein EutL","13","13","1","1","4510","","","","620","659","656","CP001138.5094","AE017220.5378","CP001144.5445","AM933172.7896___10599","AM933173.7501___29342","CP001120.5334","CP001113.5198","CP000026.823","CP000886.998___38437","CP000857.2415","CP001127.5254","AL513382.5381___54379","AE006468.7483"
"STY2712","","conserved hypothetical protein","13","13","1","1","4491","","","","230","290","234","CP001138.5129","AE017220.5419","CP001144.5479","AM933172.7949___10661","AM933173.7549___29399","CP001120.5369","CP001113.5235","CP000026.787","CP000886.958___38397","CP000857.2380","CP001127.5288","AL513382.5429___54427","AE006468.7540"
"yfgE","","DnaA regulatory inactivator Hda","13","13","1","1","4466","","","","677","725","721","CP001138.5174","AE017220.5472","CP001144.5525","AM933172.8033___10772","AM933173.7624___29493","CP001120.5411","CP001113.5281","CP000026.741","CP000886.904___38343","CP000857.2333","CP001127.5338","AL513382.5491___54489","AE006468.7606"
"xseA","","exodeoxyribonuclease VII, large subunit","13","13","1","1","4451","","","","1271","1349","1343","CP001138.5208","AE017220.5507","CP001144.5550","AM933172.8072___10829","AM933173.7661___29549","CP001120.5437","CP001113.5309","CP000026.709","CP000886.870___38309","CP000857.2297","CP001127.5364","AL513382.5527___54525","AE006468.7655"
"gcpE","","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","13","13","1","1","4436","","","","1061","1118","1113","CP001138.5234","AE017220.5529","CP001144.5575","AM933172.8135___10895","AM933173.7722___29614","CP001120.5460","CP001113.5333","CP000026.687","CP000886.838___38277","CP000857.2273","CP001127.5389","AL513382.5559___54557","AE006468.7688"
"ndk","","nucleoside diphosphate kinase","13","13","1","1","4433","","","","317","431","422","CP001138.5240","AE017220.5535","CP001144.5583","AM933172.8142___10902","AM933173.7729___29621","CP001120.5466","CP001113.5339","CP000026.681","CP000886.830___38269","CP000857.2267","CP001127.5395","AL513382.5564___54562","AE006468.7696"
"ynfH","","putative anaerobic reductase component","13","13","1","1","4430","","","","809","809","809","CP001138.5244","AE017220.5539","CP001144.5587","AM933172.8152___10912","AM933173.7739___29631","CP001120.5470","CP001113.5343","CP000026.677","CP000886.824___38263","CP000857.2263","CP001127.5399","AL513382.5575___54573","AE006468.7701"
"pepB","","peptidase B","13","13","1","1","6706","","","","1283","1457","1296","CP001138.5266","AE017220.5553","CP001144.5609","AM933172.8185___10952","AM933173.7770___29669","CP001120.5494","CP001113.5367","CP000026.659","CP000886.800___38239","CP000857.2241","CP001127.5417","AL513382.5602___54600","AE006468.7722"
"hscB","","Fe-S protein assembly co-chaperone HscB","13","13","1","1","6710","","","","515","515","515","CP001138.5274","AE017220.5561","CP001144.5617","AM933172.8198___10965","AM933173.7783___29682","CP001120.5502","CP001113.5375","CP000026.651","CP000886.790___38229","CP000857.2233","CP001127.5425","AL513382.5617___54615","AE006468.7734"
"STY2799","","conserved hypothetical protein","13","13","1","1","6724","","","","629","668","648","CP001138.5298","AE017220.5585","CP001144.5643","AM933172.8239___11012","AM933173.7820___29722","CP001120.5526","CP001113.5401","CP000026.627","CP000886.762___38201","CP000857.2209","CP001127.5451","AL513382.5657___54655","AE006468.7771"
"murQ","","N-acetylmuramic acid 6-phosphate etherase","13","13","1","1","6746","","","","875","893","891","CP001138.5349","AE017220.5628","CP001144.5686","AM933172.8317___11134","AM933173.7893___29839","CP001120.5571","CP001113.5444","CP000026.587","CP000886.714___38153","CP000857.2167","CP001127.5492","AL513382.5717___54715","AE006468.7839"
"panE","","2-dehydropantoate 2-reductase","13","13","1","1","6748","","","","866","917","910","CP001138.5353","AE017220.5632","CP001144.5690","AM933172.8324___11141","AM933173.7899___29845","CP001120.5575","CP001113.5448","CP000026.583","CP000886.710___38149","CP000857.2163","CP001127.5496","AL513382.5725___54723","AE006468.7845"
"yfhL","","putative ferredoxin","13","13","1","1","6751","","","","185","260","254","CP001138.5359","AE017220.5638","CP001144.5696","AM933172.8334___11162","AM933173.7909___29866","CP001120.5581","CP001113.5454","CP000026.577","CP000886.704___38143","CP000857.2157","CP001127.5502","AL513382.5731___54729","AE006468.7854"
"lepA","","GTP-binding protein LepA","13","13","1","1","6758","","","","1670","1799","1789","CP001138.5374","AE017220.5652","CP001144.5711","AM933172.8358___11187","AM933173.7932___29890","CP001120.5596","CP001113.5469","CP000026.563","CP000886.691___38130","CP000857.2143","CP001127.5517","AL513382.5751___54749","AE006468.7873"
"rseB","","sigma-E factor regulatory protein RseB","13","13","1","1","4045","","","","866","956","949","CP001138.5378","AE017220.5790","CP001144.5715","AM933172.8369___11199","AM933173.7942___29901","CP001120.5600","CP001113.5589","CP000026.559","CP000886.683___38122","CP000857.5492","CP001127.5523","AL513382.5756___54754","AE006468.8034"
"rseA","","sigma-E factor negative regulatory protein","13","13","1","1","4046","","","","650","716","655","CP001138.5380","AE017220.5792","CP001144.5717","AM933172.8372___11202","AM933173.7945___29904","CP001120.5602","CP001113.5591","CP000026.557","CP000886.681___38120","CP000857.5494","CP001127.5525","AL513382.5757___54755","AE006468.8037"
"yfiK","","translocator protein, LysE family","13","13","1","1","4052","","","","452","587","575","CP001138.5391","AE017220.5804","CP001144.5732","AM933172.8395___11225","AM933173.7967___29926","CP001120.5615","CP001113.5606","CP000026.545","CP000886.665___38104","CP000857.5508","CP001127.5540","AL513382.5775___54773","AE006468.8056"
"yfiP","","DTW domain protein","13","13","1","1","4057","","","","680","680","680","CP001138.5401","AE017220.5814","CP001144.5742","AM933172.8409___11244","AM933173.7981___29945","CP001120.5625","CP001113.5616","CP000026.533","CP000886.655___38094","CP000857.5518","CP001127.5550","AL513382.5790___54788","AE006468.8070"
"clpB","","ATP-dependent chaperone protein ClpB","13","13","1","1","4068","","","","2462","2573","2564","CP001138.5425","AE017220.5843","CP001144.5762","AM933172.8429___11275","AM933173.7996___29971","CP001120.5646","CP001113.5638","CP000026.5041","CP000886.6742___44181","CP000857.5542","CP001127.5574","AL513382.5808___54806","AE006468.8095"
"rluD","","ribosomal large subunit pseudouridine synthase D","13","13","1","1","4071","","","","902","980","974","CP001138.5429","AE017220.5847","CP001144.5766","AM933172.8441___11287","AM933173.8008___29983","CP001120.5650","CP001113.5642","CP000026.5045","CP000886.6748___44187","CP000857.5546","CP001127.5578","AL513382.5817___54815","AE006468.8100"
"tyrA","","T-protein","13","13","1","1","4077","","","","1067","1121","1112","CP001138.5507","AE017220.5859","CP001144.5776","AM933172.8456___11302","AM933173.8023___29998","CP001120.5660","CP001113.5652","CP000026.5055","CP000886.6762___44201","CP000857.5560","CP001127.5588","AL513382.5832___54830","AE006468.8120"
"trmD","","tRNA (guanine-N1)-methyltransferase","13","13","1","1","4083","","","","584","767","752","CP001138.5519","AE017220.5869","CP001144.5788","AM933172.8472___11319","AM933173.8038___30014","CP001120.5672","CP001113.5664","CP000026.5065","CP000886.6774___44213","CP000857.5571","CP001127.5600","AL513382.5846___54844","AE006468.8140"
"rpsP","","ribosomal protein S16","13","13","1","1","4085","","","","248","308","252","CP001138.5523","AE017220.5873","CP001144.5792","AM933172.8477___11324","AM933173.8043___30019","CP001120.5676","CP001113.5668","CP000026.5069","CP000886.6780___44219","CP000857.5575","CP001127.5604","AL513382.5850___54848","AE006468.8146"
"yfjD","","CBS/transporter associated domain protein","13","13","1","1","4087","","","","1199","1241","1231","CP001138.5530","AE017220.5879","CP001144.5797","AM933172.8491___11345","AM933173.8057___30040","CP001120.5681","CP001113.5673","CP000026.5075","CP000886.6787___44226","CP000857.5581","CP001127.5611","AL513382.5860___54858","AE006468.8154"
"smpA","","small protein A","13","13","1","1","4093","","","","296","338","334","CP001138.5540","AE017220.5889","CP001144.5807","AM933172.8505___11361","AM933173.8070___30055","CP001120.5691","CP001113.5683","CP000026.5087","CP000886.6796___44235","CP000857.5590","CP001127.5621","AL513382.5875___54873","AE006468.8172"
"yfjF","","protein YfjF","13","13","1","1","4094","","","","275","290","285","CP001138.5542","AE017220.5891","CP001144.5809","AM933172.8511___11367","AM933173.8076___30061","CP001120.5693","CP001113.5685","CP000026.5089","CP000886.6800___44239","CP000857.5592","CP001127.5623","AL513382.5877___54875","AE006468.8174"
"smpB","","SsrA-binding protein","13","13","1","1","4096","","","","482","527","492","CP001138.5546","AE017220.5895","CP001144.5813","AM933172.8516___11372","AM933173.8081___30066","CP001120.5697","CP001113.5689","CP000026.5093","CP000886.6806___44245","CP000857.5596","CP001127.5627","AL513382.5879___54877","AE006468.8180"
"cyaD","","type I secretion membrane fusion protein, HlyD family","13","13","1","1","4112","","","","1163","1190","1177","CP001138.5555","AE017220.5909","CP001144.5823","AM933172.8531___11391","AM933173.8093___30081","CP001120.5707","CP001113.5701","CP000026.5101","CP000886.6820___44259","CP000857.5603","CP001127.5639","AL513382.5890___54888","AE006468.8189"
"virK","","virulence protein","13","13","1","1","9238","","","","908","929","927","CP001138.5660","AE017220.5949","CP001144.5932","AM933172.8574___11448","AM933173.8136___30141","CP001120.5796","CP001113.5834","CP000026.5270","CP000886.6901___44340","CP000857.5640","CP001127.5702","AL513382.5940___54938","AE006468.8439"
